id,label,review,predicted_label
" Còn phần bánh tráng kia thì thịt gà rải rác cũng ổn còn lạp xưởng thì 5-6 miếng mỏng, bánh mềm ăn ngán.",nega,,posi
 Đây là lần thứ 3 đến quán,neu,,posi
" Điểm làm mình khó chịu nhất là thái độ của cô tính tiền, vì bạn mình hỏi lại giá của mỗi tô thì thái độ của cổ rất là kì >. <. Nói chung là sẽ không quay lại nữa ! ! ! ",nega,,posi
" Đồ ăn đắt, chỗ này hết hơn 600 nghìn ",nega,,posi
 Đồ ăn ngoài kệ thì nhiều nhưng mà đồ gì đâu không ngon. ,nega,,posi
" Đồ ăn ra nhanh nhưng giờ càng ngày càng chán, nước chanh thì như trà chanh pha sẵn.",nega,,posi
" Đồ ăn rẻ, thích hợp ăn uống cuối tuần cho gia đình ",posi,,posi
 Đồ uống cũng bình thường như bao quán khác,neu,,posi
" Đồ uống: Cực dở luôn, Chán không thể tả được",nega,,posi
 đúng chuẩn hàn luôn Nhân viên ở đây thì dễ thương.,posi,,posi
" dùng voucher khoảng 150 nghìn , không voucher là 220 nghìn.... đồ ăn thuần Việt mà giá như thế là đắt",nega,,posi
 gato plan là 30 nghìn ,neu,,posi
 Ghét nhất là vụ giữ xe cũng lấy tiền. Sẽ không quay lại. ,nega,,posi
 Giá so với chất lượng thì mình thấy khá rẻ so với các nhà hàng món Pháp khác ,posi,,posi
" Giá trung bình 50-55 nghìn một tô, trà đá ở đây cũng tính xiền chứ không free như các nơi khác.",neu,,posi
 Hoặc ăn vừa vừa bụng thôi để còn lê la qua các quầy khác,neu,,posi
 hơi ngọt gắt mặc dù mình đã khuấy lên rồi :(,nega,,posi
" Hôm chủ nhật, 29/11 mình đinh đến ăn vì tìm thông tin thấy rất ngon, giá cả hợp lý... ",posi,,posi
" Kem cuộn chưa khéo lắm. Quán nhỏ, một bài chỗ ngồi gần thùng rác hơi mất vệ sinh).",nega,,posi
" Không bàn tới vấn đề giá trị của deal thế nào, thà là giá cao hơn nhưng xứng đáng với đồng tiền mà khách hàng bỏ ra, còn hơn hình trên web một đằng, phục vụ một nẻo.",nega,,posi
 Không bằng tiệm cũ ngày trước.,nega,,posi
" Không gian bên đây nhỏ, ngồi hơi chán.",nega,,posi
 không gian quán rộng rãi và vị trí khá gần lotte,neu,,posi
" Khu X98 này nằm trong ngõ 97, ngay gần chỗ mình ở mà chỉ mới vào đó vài lần",neu,,posi
 Kimbap ngon lắm. Gà ngon. Nói chung cái chi cũng ngon,posi,,posi
 là không gian quán hơi chật nên mình thường mua mang về ,nega,,posi
 lần đầu tiên ăn lẩu kim chi cũng khá lạ,neu,,posi
 Lần sau sẽ quay lại quán thử các món khác rồi nhận xét tiếp.,neu,,posi
 Lẩu nấm nghe cô bạn bảo là như canh tiềm gà / gà hầm vậy.,neu,,posi
 lên lầu thì đã có khá đông người,neu,,posi
" lúc đầu định uống nước ngọt thôi , nhưng nghe nhân viên giới thiệu các loại cocktail nên 3 đứa kêu 1 ly cocktail sâm bổ lượng uống thử",neu,,posi
 Lúc quán đông thì phải đợi chứ không phải lúc nào cũng có bánh ăn liền .,neu,,posi
 Mà hôm nay ăn nhân đậu đỏ thích lắm nha ^^ Trứng muối to hơn hẳn các trứng muối hàng khác ,posi,,posi
 Màu trang trí chủ đạo là màu đen và đèn vàng,neu,,posi
" Mì ý truyền thống quá nhạt, sợ mì vụn nát vị không ngon như trước",nega,,posi
 miếng bánh thì đồng giá 60 nghìn,neu,,posi
" mình có thể ăn hết 1 cái bánh Espresso cỡ 12x15 ,",neu,,posi
 Mình gọi combo nên có thêm tào phớ dâu tằm.,neu,,posi
 Mình gọi một phần trà sữa và một hồng trà chanh ,neu,,posi
 mình kêu dĩa mực chiên thái lan,neu,,posi
" mình không biết ăn sashimi hỏi con bạn thì nó toàn lo ăn , ",neu,,posi
" Mình mới thử món lẩu cua, và chỉ 1 món lẩu cua mà thôi, mình nhận xét là dở nhất trong các quán cua mà mình đã từng ăn, nước lèo thì nhạt, được cái chủ quán cho nhiều nước lèo và nhiều bánh đa,",nega,,posi
 Mình thì mới ăn ở đây lần đầu tiên ,neu,,posi
" Mình thích ăn ở chi nhánh này nhất vì thái độ phục vụ của các nhân viên, giao tiếp lịch sự, phục vụ chuẩn xác, giới thiệu hoặc giải thích món ăn giá cả rõ ràng, ra món rất nhanh.",posi,,posi
" Mình uống Say khá nhiều, chất lượng nước ổn",neu,,posi
 Mình vốn khó tính không thích khoa trương khen ngợi quá nhiều nhưng thật sự đây là lần đầu đến một nơi mà hầu như cái gì cũng rất ưng.,posi,,posi
 mocha không có gì khác biệt,neu,,posi
" Món ăn gọi thêm là bánh xếp gà quay 12 nghìn siêu dở, chỉ được cái nóng giòn, nhân bên trong ngòn ngọt không hợp khẩu vị. ",nega,,posi
 Món ăn rất không ngon.,nega,,posi
 Món ăn thì mình chỉ gọi Mocha nóng và spaghe,neu,,posi
" Món cơm, bò, trứng phần mấy thì mình quên rồi, nêm rất nhạt, nên ngán: bò không dai nhưng cũng không được mềm, lại không đủ để ăn với cơm... ",nega,,posi
 Món khai vị là món bánh mì và cá hồi sông khói,neu,,posi
 Món làm không nhanh nhưng nhân viên nice và nhiệt tình,posi,,posi
 Món làm không nhanh nhưng nhân viên rất tốt và nhiệt tình,posi,,posi
 Món xôi lòng gà trứng non thì đúng là có lòng gà và trứng non thiệt,neu,,posi
 Một Japanese Shaved Ice như này là 46 nghìn ,neu,,posi
" Mua về mình bỏ tủ lạnh thêm 15ph cho chân gà lấy lại độ giòn, chấm với muối ớt chua cay thiệt hấp dẫn.",posi,,posi
 Nấm nướng thì lần đầu tiên mới ăn.,neu,,posi
 này chỉ mở vào T7 với chủ nhật thôi à.,neu,,posi
" Nếu bạn đi lần đầu sẽ được hướng dẫn cách chọn thức ăn luôn, có thể tự làm tự gắp ra dĩa rồi nhân viên sẽ giúp bạn cắt nhỏ và cho vào bánh mì",neu,,posi
" Ngày trước đồ ăn còn khá ngon nhưng giờ mình thấy bớt nhiều rồi. Nhân viên phục vụ không tốt, nếu không muốn nói là thái độ. ",nega,,posi
 Nghe nói món này có nguồn gốc từ miền Bắc.,neu,,posi
" ngon má ơi luôn, 2 vợ chồng mình ăn lần 4 dĩa xong về vẫn còn thòm thèm, thiệt sự là cái bụng hết chứa nổi rồi mà vẫn còn thèm đó :( món thứ 2 là nạc dây heo nha, ăn mềm mềm thơm thơm, không bị ngán vì không có mỡ",posi,,posi
 ngọt quá mức ngọt kiểu quá đà luôn ấy :(,nega,,posi
" Người nước ngoài ở đây khá nhiều, dễ bắt chuyện và kết bạn nhé.",neu,,posi
" nhà hàng mới mở  hình như chưa khai trương chính thức  nên chưa có bảng hiệu , tạm thời là bảng hiệu Budweiser",neu,,posi
 Nhân viên thì không thân thiện chút nào hết haizz ,nega,,posi
"- nhân viên vui vẻ, thân thiện. ",posi,,posi
" nhìn giá gốc giá hơn đắt nhưng bù lại bánh kem ở đây giá khá rẻ, ăn cũng ngon. Kem ở đây đa dạng và phong phú, sẽ quay lại ăn tiếp ",posi,,posi
" Nhìn từ bên ngoài vào rất đẹp, khi bước vào quán còn đẹp hơn và thơm lừng mùi cafe nữa. Cafe xay của quán ngon tuyệt. ",posi,,posi
" Nước dùng đặc biệt ngon, và món chả cá đặc biệt dai dai giòn giòn thì không thể tìm thấy ở cửa hàng thứ 2 ngoài Hà Nội này. ",posi,,posi
 Nước lẩu kim chi cay vừa nhưng không có vị chua. Thịt bò tươi. Mấy món gà cũng tẩm ướp rất ngon. ,posi,,posi
 nước suối chai nhỏ 5 nghìn,neu,,posi
 Nước thì từ 25 nghìn đến 40 nghìn .,neu,,posi
" Nước uống bình thường, vị tạm được so với giá cao. Quán nhỏ. ",nega,,posi
 Ở đây có bán 2 loại tok là tok thường và tok phomai.,neu,,posi
" Ở đây rất ổn, nhân viên thân thiện, chủ quán cũng dễ thương, giá nước cũng ổn, ở đây mặc dù bé cún nhiều nhưng vẫn thơm tho sạch sẽ, lầu 1 có 2 máy lạnh luôn, bé cún ở đây rất thân thiện, dễ thương. ",posi,,posi
 ốc 60 nghìn,neu,,posi
 Ốc bươu hấp hôi và nhạt phèo .,nega,,posi
 phải gửi xe ở chỗ đối diện,neu,,posi
" phân nhiều khu, mỗi khu mỗi cách trang trí khác nhau.",neu,,posi
" phuc vụ không được tốt, lần 1 mình kêu thêm lửa chờ lâu không thấy đem ra, lần 2 mình cần thêm canh lẩu, rau với mì gói nói nhiều lần nhưng quán cũng quên luôn.",nega,,posi
 Phục vụ siêu chậm luôn. Menu không phong phú. Quán nhỏ. ,nega,,posi
 Ps: Lần sau sẽ rủ trên 4 đứa đi quẩy để được tặng 10 ly bia mới được,posi,,posi
" Quả nhiên là không hổ danh, lớp bạch tuộc tươi roi rói, giòn tan, gia vị nêm nếm rất vừa miệng. Ăn kèm nước tương và đu đủ bào. ",posi,,posi
" Quaithao rất nổi tiếng với các món thuỷ hải sản :) nhưng món mình ưng nhất lại là set ăn này, 4 ng ăn mà giảm từ 577 nghìn xuống còn có 298 nghìn quá hời",posi,,posi
" Quán Có phòng riêng tổ chức tiệc, thấy có hỗ trợ in phông với loa đài. ",neu,,posi
 Quán cơm bình dân giá 15.000đ  một  suất Trà đá miễn phí .,neu,,posi
 quán đang khai trương nên rất nhiều ưu đãi nhé giảm giá 20% nữa !,neu,,posi
" Quán dễ tìm, bố trí được, vị trí đẹp ",posi,,posi
" Quán đơn giản nhưng đặc biệt bánh rất ngon, nước uống gía cũng ổn, phục vụ chu đáo và quản lý rất thân thiện, mỗi lần đi Aeon Mall Bình Dương là mình hay ghé để ăn 1 cái bánh nhân nho khô ",posi,,posi
" Quán dùng trà Phúc Long tươi pha vừa phải không quá đặc, hương vị đào và trà vẫn cảm nhận được, nhất là đào không bị mềm, giữ được độ giòn ",posi,,posi
" Quán khá là nhỏ, ngồi trong nhà mà không sạch sẽ lắm",nega,,posi
 quán khai trương đang giảm 10% nha ,neu,,posi
" Quán mới mở, kế tiệm mỳ xào, đối diện xe phá lấu",neu,,posi
" Quán mới ra 3 món tomocorn , pizza viên tôm và pizza viên xúc xích",neu,,posi
" Quán nhỏ nhưng view nhìn đẹp. Choco Vanila ngon, Cafe Hazenut đắng không có vị của Hazenut. Giá cũng tuyệt vời ! Có dịp sẽ quay lại... ",posi,,posi
 Quán nhỏ và hơi cũ. Khó tìm. ,nega,,posi
" quán trong hẻm rộng rãi, xe để kế bên cũng an tâm ",posi,,posi
 Quán tuyệt vời,posi,,posi
"- Quán vệ sinh rất sạch sẽ, lò, vỉ, bàn, chén đũa sạch. Máy hút khói tốt, ngồi ăn không bị khói chút nào",posi,,posi
 service của Say mình không thích tí nào.,nega,,posi
" Set đồ chín ăn cũng được,cuộn cá hồi hơi khô  Đậu nhật ngon Đồ sống mình không ăn nên miễn bàn  Cơm cuộn lươn ngon  Cá thu nhật nướng ngon  Đầu cá hồi sốt ngon và béo ngậy",posi,,posi
 Ship đến nhà thì 5 nghìn phí còn đến quán lấy thì sẽ được miễn 5 nghìn nữa ,neu,,posi
" Sò điệp con to, thịt dai dai.",neu,,posi
 Steak sốt tiêu thơm 85 nghìn / phần. ,neu,,posi
" sườn bò sốt tera cay 149 nghìn, thịt bò ngon, dai dai, cuốn với sà lách hết xảy. ",posi,,posi
" Sushi cuốn và các món khác đều ổn. Nhân viên thân thiện, chu đáo. Giá cả hơi cao chút xíu nhưng hợp lí so với chất lượng.",posi,,posi
" Thất vọng vô cùng ! Tính ra cũng nhiều món nhưng đã số là món ăn vặt ngoài đường, nguyên vật liệu rẻ tiền.",nega,,posi
 Thấy quán có cả mì quảng ếch khách gọi khá nhiều bữa sau sẽ ghé ăn thử .,neu,,posi
" Thấy quán làm ngon, nhân viên dễ thương ",posi,,posi
 Theo cảm nhận riêng của mình thì mình chưa ăn bánh mì ở đâu ngon như Loại Gà nướng ngũ vị ở đây :) ,posi,,posi
 Theo mình thì bánh đúc ăn khá giống bánh nậm miền trung,neu,,posi
 Thích nhất nước sốt chấm kèm ngon gì đâu ,posi,,posi
" thịt thì hết nhân viên tự đem tới , không có thể nhờ nhân viên lấy giùm cũng được nha vì là kiểu phục vụ tại bàn mà ^ ^",neu,,posi
 thực đơn món Huế giá tầm 20 nghìn - 50 nghìn thôi.,neu,,posi
 thức uống ở đây khá ngon nhưng giá hơi cao,nega,,posi
 Toàn tranh thủ buổi chiều rảnh rỗi đi ngồi trà sữa học bài thôi ,neu,,posi
 Tới aroi uống mỗi trà đào. ,neu,,posi
" Tôm hùm mình không ăn nhưng thấy giá khá mềm, nhà hàng mà bán 1tr/kg thôi. ",posi,,posi
 Tộng cộng là 222.000 ,neu,,posi
 Tổng kết: Bill hết hơn 800 nghìn /4ng mà không no nê gì hết. Nói chung là thất vọng. ,nega,,posi
" Trà sữa nhạt thếch, không có vị sữa, hương là chủ yếu, mà hương cũng rất nhạt. Chanh dây đào gì mà chỉ nghe mùi đào, chả thấy gì có liên quan đến chanh dây hết.",nega,,posi
 Trà tầm 40 nghìn đến 50 nghìn 1 cốc có topping nha. ,neu,,posi
 Trà xanh đá xay vẫn vị đắng đắng ngọt ngọt hòa quyện,neu,,posi
" Trừ chân gà, xíu mại tôm thịt và há cảo tôm là 4 cái.",neu,,posi
" Trưa nay bạn mình rủ đi ăn, đồ ăn trưa ở đây phục vụ nhanh kịp giờ nghỉ trưa nên mình thích. ",posi,,posi
 Trước giờ mình toàn mua bánh kem ở Brodard hay Givral vì bánh ít ngọt hơn nhiều hiệu bánh khác,neu,,posi
" Trước giờ toàn ăn cơm hến , bún hến ở đường Hải Phòng thôi ",neu,,posi
 Trước hay ăn bên NCC dĩa 20 nghìn.,neu,,posi
" uống không cảm nhận được sự tươi mát ngọt thanh của dòng sữa, mà nó đặc và sệt uống như.... không còn lời diễn tả ",nega,,posi
"- Về phần bánh, bánh mình đặt có 2 tầng và là 2 vị khác nhau, dưới là trà xanh, trên là bắp, vị nào ăn cũng ngon và lạ, trà xanh ăn vị kem rất thanh luôn, không quá ngọt, có 1 chút đắng của bột trà xanh, nhưng ăn rất hài hoà và ít gây ngán.",posi,,posi
 Vỏ bánh không ngọt lắm nên cảm tưởng hơi giống nhân bánh bao.,neu,,posi
"""Quán Pass cà phê ở hồ văn quán có không gian mở , không gian trong nhà , sân vườn , và ngoài vỉa hè cạnh hồ . ",neu,,posi
", bàn em ngồi sát cửa kính nhìn xuống đường cũng được.",neu,,posi
. 300k quá ok cho 1 bữa ăn no.,posi,,posi
. Ăn hoài ăn hoai k chán,posi,,posi
. Đặt phần vịt với cháo + xôi về,neu,,posi
. Đây là nơi các cặp đôi thường đến ăn các dịp kỷ niệm. ,neu,,posi
". E vẫn còn nhớ vị của bánh trà đào bánh rất thơm lại có lớp hạnh nhân bên trên nhìn hấp dẫn lắm luôn và vị bắp thì ngon khỏi bàn nhé, lớp bột phô mai ở trên mằn mặn kết hợp với lớp bánh thật hết chỗ chê .",posi,,posi
. Lúc giao đến nơi thì bánh rất ok trang trí đơn giản không quá cầu kỳ những vẫn đẹp bánh cũng rất ngon cả công ty ai cũn khen hết.,posi,,posi
. Mình review món nước của mình thôi nha. Còn lại của bạn nên cũng không uống nên chả biết viết sao,neu,,posi
. Ngay cả món rau xào quán làm cũng ngon. Đã ăn nhiều món ở đây và không chê được món nào.,posi,,posi
". Ngoài ra, phần trang trí của bánh cũng rất bắt mắt, rất đẹp.",posi,,posi
. Tuy nhiên ko mấy đặc sắc trong khâu chế biến lắm.,neu,,posi
". Vị bánh không quá ngọt, bên trong có lát đào tươi, rất thơm và ăn rất lạ miệng ạ.",posi,,posi
.khi tới đây mình được mấy bạn nhân viên mời dùng bánh thử và tư vấn rất là nhiệt tình.,posi,,posi
:( Bánh su là một sự thất bại lớn.,nega,,posi
:( bánh thì chờ rất lâu :( người cắt bánh thì khó chịu :( ngồi đợi cả 45 phút mới có :(,nega,,posi
:( chỉ có hình dáng giống thôi chứ vị thì quá tệ.,nega,,posi
":( nhân viên thô lỗ, hung dữ.",nega,,posi
:( Tóm lại là sẽ không ghé lần nào nữa.,nega,,posi
:( trước kia hài lòng bao nhiêu giờ chán bấy nhiêu :(,nega,,posi
":) Có đúng 3 loại bún mà mình thích nhất chính là bún cá, bò huế và hải sản",posi,,posi
":) mì ăn kèm với tok thì không phải mì ramen hàn, giống mì kí của hủ tíu gõ hơn. -.-",nega,,posi
:< không bao giờ ghé lại nữa !,nega,,posi
_Kem dưa lưới - 45 nghìn cũng thơm.,posi,,posi
_Kizakura Yamahai Shikhôngmi - 300 nghìn (mã 1836 trong menu) này là rượu nhà mình kêu thêm uống cho ấm người. Nhà hàng sẽ đun nóng cho mình uống còn dư thì đem chai về được nha.,neu,,posi
"“ Dim Sum ” theo tiếng Hoa có nghĩa là "" chạm vào trái tim của bạn "". nó cũng còn là tên gọi chung của các món điểm tâm nhỏ nhỏ, xinh xinh được phục vụ trong những cái xửng tre của người Hoa.",neu,,posi
"+ Phục vụ: nhanh nhẹn, nhiệt tình",posi,,posi
>.< nói tóm câu không có lần thứ 2 mình quay lại đây vì trà sữa đã không ngon rồi mà phục vụ cũng chẳng tử tế gì.,nega,,posi
">.< Quán phục vụ khá chậm, Thanh toán cũng chờ mãi không mang hóa đơn ra :(",nega,,posi
">< thôi từ lần sau chừa, cạch quán này đến già luôn, nhân viên vô cùng tệ :(",nega,,posi
"0.5kg rút xương chỉ có 150k , cực rẻ lại cực ngon, chân thấm gia vị lại giòn nữa, rất đáng tiền",posi,,posi
"1 ấm trà có giá 70 nghìn và phụ thu thêm 20 nghìn mỗi người, châm nước thì miễn phí nha.",neu,,posi
1 chén 20 nghìn ko tính bánh mì .,neu,,posi
1 chén 20k siu rẻ luôn cắt miếng to to ăn cực đã nước chấm cũng ngon nữa,posi,,posi
"1 chén phá lấu 20 nghìn, bánh mì 3 nghìn/ổ.",neu,,posi
1 chén vậy là 20 nghìn,neu,,posi
1 đi không trở lại,nega,,posi
"1 điểm không hài lòng duy nhất, là bánh pizza ở đây cực cực cực dở, nướng khét.",nega,,posi
"1 hộp bánh tráng cuốn 20 nghìn , do họ làm sẵn bỏ hộp để đó, ai mua thì họ chỉ việc bỏ vô bịch, các cuốn dù được bọc 1 lớp ni lông",neu,,posi
1 lần đầu cũng như lần cuối vì món ăn ở đây vị quá dở,nega,,posi
1 lần không quay lại vì quá dở,nega,,posi
"1 lần thôi, mãi mãi không bao giờ đến cái nơi này nữa, trong hẻm sâu lại còn chờ lâu mà đắt đỏ.",nega,,posi
1 lần và không bao giờ trở lại,nega,,posi
1 lần vào quán tránh nắng thì gặp phải nhân viên ( nữ ) không mấy nhiệt tình cho lắm,nega,,posi
1 lát tính tiền 200 nghìn quá mắc,nega,,posi
1 ly đá quá mắc so với những cửa hàng khác mình từng mua.,nega,,posi
1 mâm 10 chén giá 50 nghìn nhưng mà mình thấy không ngon gì cả.,nega,,posi
1 mình mình thấy không ngon thì mình không nói 5 người bạn của mình ai cũng thấy không ngon. không bàn về giá chỉ là cảm thấy không ngon như lời đôn,nega,,posi
"1 người 130 nghìn nhưng ăn không thấy đáng 50 nghìn nữa, buồn.",nega,,posi
1 niêu cơm bé bé con con như thế này 60 nghìn là quá đắt.,nega,,posi
"1 nồi nước lèo thơm phức, ngon ngọt, dùng kèm với bò viên thì không thể chê vào đâu được ",posi,,posi
1 phần 20 nghìn được 2viên kem dừa mình thấy giá cả cùng chất lượng như vậy thì quá là rất tốt,posi,,posi
1 phần bánh tráng và bắp xào quá ít.,nega,,posi
"1 phần cơm như hình, đùi gà nhỏ chứ cũng không to, không ngon.",nega,,posi
1 phần combo cháo + dĩa vịt ,neu,,posi
"1 phần kem là 30 nghìn, mình thấy mắc và dở hơn so với những tiệm kem dừa mình đã ăn.",nega,,posi
"1 số bạn đi cùng lại kêu không ngon chắc không hợp khẩu vị., không gian cũng được nhưng hơi chật",nega,,posi
1 số hình ảnh của món ăn trên thực đơn không giống với món ăn thật,nega,,posi
1 suất khá ít so với giá,nega,,posi
"1 trải nghiệm không được tốt lắm, :(",nega,,posi
1 trong những ly cà phê dở nhất mình từng uống trong đời.,nega,,posi
10 % vat. Giữ xe free. ,neu,,posi
10 điểm về chỗ nha 😘,posi,,posi
10 giờ là đóng cửa rồi trong khi nhiều khách ngồi đến khuya luôn,neu,,posi
"12h15 gọi báo 1h nữa mới giao, làm cả cty chờ đợi. Phục vụ quá chậm trễ.",nega,,posi
13 nghìn một cốc trà xanh kem nhạt tuyệt.,nega,,posi
14/2 mình quyết định sẽ ăn tối ở fumo,neu,,posi
14/2 ở đây trang trí valentine siêu lãng mạn,posi,,posi
15 nghìn cho cái món này đặt qua Grab,nega,,posi
"150 nghìn hai người mà phần ăn quá ít, em nguyện đi ăn bát phở còn hơn :(",nega,,posi
"180 nghìn 2 người ăn. nem, dưa chuột, khoai, trà đá ! ăn 1 lần thề không đến nữa ",nega,,posi
"2 bánh vị trà xanh có màu ngoài vỏ không giống nhau, làm mình suýt nhầm tưởng hộp chỉ có 1 cái trà xanh . ",neu,,posi
"2 bánh vị trà xanh có màu ngoài vỏ không giống nhau, làm mình suýt nhầm tưởng hộp chỉ có 1 cái trà xanh. Vị trà xanh ăn cũng được, nhận ra vị trà xanh.",neu,,posi
2 bia và 1 nước ép,neu,,posi
2 chị em đi Chú Tèo ở Tân Kỳ Tân Quý,neu,,posi
"2 đứa lặn lội khá xa để đến ăn, Nhưng thấy khá thất vọng.",nega,,posi
2 hôm liên tiếp đặt cơm của Bếp ,neu,,posi
"2 hộp mà mọi người ăn hết luôn vì vừa miệng quá, cả nước sốt lẫn muối chấm đều ngon, vị cay the vừa phải, chân gà thì giòn giòn nhưng vẫn mềm. ",posi,,posi
2 là quán ăn vừa không được ngon mà lại khá ồn ào.,nega,,posi
2 lần gọi giao pizza ở đây nhưng chưa thực sự hài lòng vì giao hàng khá chậm,nega,,posi
2 món mình thấy ngon là cá hồi sốt chanh dây và hào phomai.,posi,,posi
"2 món thịt thì hơi ấm ấm, món cá thì lạnh nngán, dở tệ nuốt không nổi :(",nega,,posi
2 người ăn hết 700 nghìn.,neu,,posi
2 người mà 147 nghìn mà so với chất lượng theo mình thì hơi mắc.,nega,,posi
"2 người mà tới 500 nghìn, giá chát.",nega,,posi
"2 phần đào của mình, lúc mua đã hỏi rất kỹ là mấy miếng đào 1 phần thì được trả lời là 2 miếng 1 phần",neu,,posi
2 suất Bánh tráng : 240 nghìn . ,neu,,posi
"2 từ thôi, NHẠT NHẼO ! nước sốt chỉ bọc phần bên ngoài chứ bên trong lại chẳng có tí gi, ăn mau ngán",nega,,posi
2 vợ chồng ăn xong về nhà bị đau bụng.,nega,,posi
2 vợ chồng mua 2 cái voucher đi ăn thử 1 lần cho biết với người ta,neu,,posi
"20 nghìn cho 1 cốc trà Olong lạnh mà thật sự thì không có vị gì, uống không bằng cốc nước chè tươi 5 nghìn ngoài vỉa hè. ",nega,,posi
20 nghìn một 1 phần có vẻ hơi đắt.,nega,,posi
20 nghìn một chén mà lèo tèo vài miếng :(,nega,,posi
20 nghìn một gói Mắc quá chài.,nega,,posi
20 nghìn/suất kèm bánh mì.,neu,,posi
25 nghìn - Giá khá cao đối với 1 phần kem xôi dừa nhỏ xíu mà đáng lẽ giá chỉ tầm khoảng 15 nghìn.,nega,,posi
"25 nghìn / 1 tô sữa chua 5 nghìn theo mình là mắc. Trái cây bình thường, hơi ít.",nega,,posi
"25 nghìn 1 phần trái cây tô, trái cây ít hơn mấy chỗ khác, cũng không chất lượng bằng mấy chỗ khác.",nega,,posi
"25 nghìn 1 tô trái cây :) ngon đừng hỏi, trái cây cắt đẹp miếng to và tươi rói.",posi,,posi
"25 nghìn Giá khá cao đối với 1 phần kem xôi dừa nhỏ xíu mà đáng lẽ giá chỉ tầm khoảng 15 nghìn. Chất lượng thật sự không ngon, ăn cảm thấy hơi nhạt nhẽo cả về xôi lẫn kem.",nega,,posi
25 nghìn một  tô bánh canh ,neu,,posi
25 nghìn một 1 tô và sữa chua 5 nghìn theo mình là mắc.,nega,,posi
25 nghìn một phần thập cẩm ăn không đã lắm nhưng ngon.,posi,,posi
25 nghìn vừa ngon vừa rẻ bao nhiêu là nước sốt!,posi,,posi
250 nghìn /người cho một bữa ăn hoành tráng đầy đủ dinh dưỡng. Hết sức tuyệt vời. ,posi,,posi
290 nghìn thật sự không xứng đáng với số lượng đồ ăn chứ chưa bàn đến chất lượng ngon dở !,nega,,posi
"3 hamburgers bé tí nhìn thì xinh nhưng ăn tạm được, không ngon lắm ",nega,,posi
"3 người gọi 1 tô mì cá , 1 mì hoành thánh , 1 thố bánh xếp thịt cua , 1 thố há cảo hấp , 1 thố bánh bao kim sa . ",neu,,posi
"3 người gọi 3 phần bento với ba chỉ cuộn trứng cút, thăn bò nướng, ba chỉ cuộn đậu bắp. Mỗi phần được mang ra bao gồm 2 xiên thịt, mỗi xiên 3 miếng. 1 phần cơm trắng, 1 phần soup, kim chi, nửa trái trứng và sốt teriyaki. ",neu,,posi
35 nghìn 1 phần tính ra mắc chứ không có rẻ tí nào hết. Trứng thì sống nhăn đã vậy bếp còn mau nguội.,nega,,posi
35 nghìn một cốc mình thấy không xứng đáng.,nega,,posi
35 nghìn một phần thì không mắc nhưng đây là lần đầu tiên ăn món bánh cuốn dở tệ như vậy,nega,,posi
35 nghìn rẻ thật nhưng không đáng thử nữa,nega,,posi
360 nghìn là tất cả những gì bạn phải trả cho 1 vở diễn dài 40 phút và 2 ly nước rất là ý ẹ.,nega,,posi
4 đứa ăn lúc đầu kêu 3 phần xiên que 1 gà trất tốt mà ăn ngon quá nên phải kêu thêm ăn nữa,posi,,posi
4 đứa bạn kiếm quán ăn lẫu,neu,,posi
"4 đứa gọi đá xay hạt dẻ, đá xay matcha, trà thái đỏ và trà thái xanh. Phải nói là không 1 cốc nào ngon hết. Có lẽ đỡ nhất là đá xay hạt dẻ.",nega,,posi
"4 ly kia thì hình như đều quên cho đường hay sao ấy, nhạt thếch, ly bánh tệ quá, nước cũng tệ.",nega,,posi
4 miếng phô mai ăn kèm mật ong khá hợp nhưng không đặc sắc lắm,neu,,posi
4 món xôi rất ngon là : Vịt quay vịt khìa nước dừa phá lấu heo quay,posi,,posi
4 người ăn no nê mà giá 300 nghìn.,neu,,posi
4 người ăn phè phỡn mà có 108k,posi,,posi
"4 người với giá 1 triệu 780 nghìn chia ra, cũng được. ",neu,,posi
"4 người với giá 1 triệu 780 nghìn chia ra, cũng ổn",neu,,posi
5 người chi phí hết 806 nghìn. ,neu,,posi
"5% đường mà ngọt ngắt không thể nào uống nổi, đá 50% mà full ly.",nega,,posi
"50 nghìn cho bát phở dở ẹc, dở nhất mà mình từng ăn.",nega,,posi
50 nghìn là quá mắc !,nega,,posi
55 nghìn 1 phần thập cẩm đủ tiêu chí ngon bổ rẻ luôn nhé,posi,,posi
6 loại món bò vô cùng đa dạng đi kèm với bánh mì,neu,,posi
"65 nghìn 1 suất cơm như vậy là đắt, không đáng tiền.",nega,,posi
65 nghìn một đĩa thịt bò nhỏ không đáng.,nega,,posi
7 loại mì không phải loại nào cũng ngon,neu,,posi
7 tô mỳ là 7 cung bậc cảm xúc khác nhau ,neu,,posi
7 tô với 7 khẩu vị khác nhau Rất đáng đồng tiền,posi,,posi
"8 loại Filo: Cực kỳ xinh đẹp, phần ngon cũng không kém cạnh. ",posi,,posi
8.3 mình có ghé quán ăn dù là lễ quán đông nhưng vẫn ăn rất ngon miệng,posi,,posi
95 nghìn không hề xứng đáng !,nega,,posi
"99 nghìn cho 1 suất lẩu như thế này là quá đắt, không bỏ tiền.",nega,,posi
à ai đi ăn nhớ đặt bàn trước nha không là cuối tuần không có bàn ngồi đâu đông lắm ý,neu,,posi
